name,category,variantName,sku,costPrice,sellingPrice,stockQuantity
Indomie Goreng 39,Mie Instan,85g,SKU-00761,2500,3500,5337
Indomie Soto 39,Minuman,75g,SKU-00762,2500,3500,5344
Aqua 39,Snack,600ml,SKU-00763,2500,4000,5351
Teh Botol Sosro 39,Sembako,450ml,SKU-00764,3500,5000,5358
Kopi Kapal Api 39,Susu,65g,SKU-00765,7000,9500,5365
Beras Premium 39,Kopi & Teh,5kg,SKU-00766,65000,75000,5372
Gula Pasir 39,Bumbu Dapur,1kg,SKU-00767,14500,17000,5379
Minyak Goreng 39,Makanan Kaleng,1L,SKU-00768,17000,20000,5386
Susu UHT 39,Perawatan Diri,1L,SKU-00769,18000,22000,5393
Sabun Mandi 39,Kebersihan,100g,SKU-00770,3500,5000,5400
Shampoo 39,Mie Instan,170ml,SKU-00771,18000,23000,5407
Pasta Gigi 39,Minuman,120g,SKU-00772,11000,15000,5414
Biskuit 39,Snack,120g,SKU-00773,6500,9000,5421
Keripik Kentang 39,Sembako,68g,SKU-00774,9000,12000,5428
Sarden Kaleng 39,Susu,155g,SKU-00775,12000,16000,5435
Kecap Manis 39,Kopi & Teh,600ml,SKU-00776,14000,18000,5442
Saus Sambal 39,Bumbu Dapur,335ml,SKU-00777,10000,14000,5449
Tepung Terigu 39,Makanan Kaleng,1kg,SKU-00778,12000,15000,5456
Telur Ayam 39,Perawatan Diri,1kg,SKU-00779,27000,32000,5463
Tisu Wajah 39,Kebersihan,200 sheets,SKU-00780,9000,13000,5470
Indomie Goreng 40,Mie Instan,85g,SKU-00781,2500,3500,5477
Indomie Soto 40,Minuman,75g,SKU-00782,2500,3500,5484
Aqua 40,Snack,600ml,SKU-00783,2500,4000,5491
Teh Botol Sosro 40,Sembako,450ml,SKU-00784,3500,5000,5498
Kopi Kapal Api 40,Susu,65g,SKU-00785,7000,9500,5505
Beras Premium 40,Kopi & Teh,5kg,SKU-00786,65000,75000,5512
Gula Pasir 40,Bumbu Dapur,1kg,SKU-00787,14500,17000,5519
Minyak Goreng 40,Makanan Kaleng,1L,SKU-00788,17000,20000,5526
Susu UHT 40,Perawatan Diri,1L,SKU-00789,18000,22000,5533
Sabun Mandi 40,Kebersihan,100g,SKU-00790,3500,5000,5540
Shampoo 40,Mie Instan,170ml,SKU-00791,18000,23000,5547
Pasta Gigi 40,Minuman,120g,SKU-00792,11000,15000,5554
Biskuit 40,Snack,120g,SKU-00793,6500,9000,5561
Keripik Kentang 40,Sembako,68g,SKU-00794,9000,12000,5568
Sarden Kaleng 40,Susu,155g,SKU-00795,12000,16000,5575
Kecap Manis 40,Kopi & Teh,600ml,SKU-00796,14000,18000,5582
Saus Sambal 40,Bumbu Dapur,335ml,SKU-00797,10000,14000,5589
Tepung Terigu 40,Makanan Kaleng,1kg,SKU-00798,12000,15000,5596
Telur Ayam 40,Perawatan Diri,1kg,SKU-00799,27000,32000,5603
Tisu Wajah 40,Kebersihan,200 sheets,SKU-00800,9000,13000,5610
Indomie Goreng 41,Mie Instan,85g,SKU-00801,2500,3500,5617
Indomie Soto 41,Minuman,75g,SKU-00802,2500,3500,5624
Aqua 41,Snack,600ml,SKU-00803,2500,4000,5631
Teh Botol Sosro 41,Sembako,450ml,SKU-00804,3500,5000,5638
Kopi Kapal Api 41,Susu,65g,SKU-00805,7000,9500,5645
Beras Premium 41,Kopi & Teh,5kg,SKU-00806,65000,75000,5652
Gula Pasir 41,Bumbu Dapur,1kg,SKU-00807,14500,17000,5659
Minyak Goreng 41,Makanan Kaleng,1L,SKU-00808,17000,20000,5666
Susu UHT 41,Perawatan Diri,1L,SKU-00809,18000,22000,5673
Sabun Mandi 41,Kebersihan,100g,SKU-00810,3500,5000,5680
Shampoo 41,Mie Instan,170ml,SKU-00811,18000,23000,5687
Pasta Gigi 41,Minuman,120g,SKU-00812,11000,15000,5694
Biskuit 41,Snack,120g,SKU-00813,6500,9000,5701
Keripik Kentang 41,Sembako,68g,SKU-00814,9000,12000,5708
Sarden Kaleng 41,Susu,155g,SKU-00815,12000,16000,5715
Kecap Manis 41,Kopi & Teh,600ml,SKU-00816,14000,18000,5722
Saus Sambal 41,Bumbu Dapur,335ml,SKU-00817,10000,14000,5729
Tepung Terigu 41,Makanan Kaleng,1kg,SKU-00818,12000,15000,5736
Telur Ayam 41,Perawatan Diri,1kg,SKU-00819,27000,32000,5743
Tisu Wajah 41,Kebersihan,200 sheets,SKU-00820,9000,13000,5750
Indomie Goreng 42,Mie Instan,85g,SKU-00821,2500,3500,5757
Indomie Soto 42,Minuman,75g,SKU-00822,2500,3500,5764
Aqua 42,Snack,600ml,SKU-00823,2500,4000,5771
Teh Botol Sosro 42,Sembako,450ml,SKU-00824,3500,5000,5778
Kopi Kapal Api 42,Susu,65g,SKU-00825,7000,9500,5785
Beras Premium 42,Kopi & Teh,5kg,SKU-00826,65000,75000,5792
Gula Pasir 42,Bumbu Dapur,1kg,SKU-00827,14500,17000,5799
Minyak Goreng 42,Makanan Kaleng,1L,SKU-00828,17000,20000,5806
Susu UHT 42,Perawatan Diri,1L,SKU-00829,18000,22000,5813
Sabun Mandi 42,Kebersihan,100g,SKU-00830,3500,5000,5820
Shampoo 42,Mie Instan,170ml,SKU-00831,18000,23000,5827
Pasta Gigi 42,Minuman,120g,SKU-00832,11000,15000,5834
Biskuit 42,Snack,120g,SKU-00833,6500,9000,5841
Keripik Kentang 42,Sembako,68g,SKU-00834,9000,12000,5848
Sarden Kaleng 42,Susu,155g,SKU-00835,12000,16000,5855
Kecap Manis 42,Kopi & Teh,600ml,SKU-00836,14000,18000,5862
Saus Sambal 42,Bumbu Dapur,335ml,SKU-00837,10000,14000,5869
Tepung Terigu 42,Makanan Kaleng,1kg,SKU-00838,12000,15000,5876
Telur Ayam 42,Perawatan Diri,1kg,SKU-00839,27000,32000,5883
Tisu Wajah 42,Kebersihan,200 sheets,SKU-00840,9000,13000,5890
Indomie Goreng 43,Mie Instan,85g,SKU-00841,2500,3500,5897
Indomie Soto 43,Minuman,75g,SKU-00842,2500,3500,5904
Aqua 43,Snack,600ml,SKU-00843,2500,4000,5911
Teh Botol Sosro 43,Sembako,450ml,SKU-00844,3500,5000,5918
Kopi Kapal Api 43,Susu,65g,SKU-00845,7000,9500,5925
Beras Premium 43,Kopi & Teh,5kg,SKU-00846,65000,75000,5932
Gula Pasir 43,Bumbu Dapur,1kg,SKU-00847,14500,17000,5939
Minyak Goreng 43,Makanan Kaleng,1L,SKU-00848,17000,20000,5946
Susu UHT 43,Perawatan Diri,1L,SKU-00849,18000,22000,5953
Sabun Mandi 43,Kebersihan,100g,SKU-00850,3500,5000,5960
Shampoo 43,Mie Instan,170ml,SKU-00851,18000,23000,5967
Pasta Gigi 43,Minuman,120g,SKU-00852,11000,15000,5974
Biskuit 43,Snack,120g,SKU-00853,6500,9000,5981
Keripik Kentang 43,Sembako,68g,SKU-00854,9000,12000,5988
Sarden Kaleng 43,Susu,155g,SKU-00855,12000,16000,5995
Kecap Manis 43,Kopi & Teh,600ml,SKU-00856,14000,18000,6002
Saus Sambal 43,Bumbu Dapur,335ml,SKU-00857,10000,14000,6009
Tepung Terigu 43,Makanan Kaleng,1kg,SKU-00858,12000,15000,6016
Telur Ayam 43,Perawatan Diri,1kg,SKU-00859,27000,32000,6023
Tisu Wajah 43,Kebersihan,200 sheets,SKU-00860,9000,13000,6030
Indomie Goreng 44,Mie Instan,85g,SKU-00861,2500,3500,6037
Indomie Soto 44,Minuman,75g,SKU-00862,2500,3500,6044
Aqua 44,Snack,600ml,SKU-00863,2500,4000,6051
Teh Botol Sosro 44,Sembako,450ml,SKU-00864,3500,5000,6058
Kopi Kapal Api 44,Susu,65g,SKU-00865,7000,9500,6065
Beras Premium 44,Kopi & Teh,5kg,SKU-00866,65000,75000,6072
Gula Pasir 44,Bumbu Dapur,1kg,SKU-00867,14500,17000,6079
Minyak Goreng 44,Makanan Kaleng,1L,SKU-00868,17000,20000,6086
Susu UHT 44,Perawatan Diri,1L,SKU-00869,18000,22000,6093
Sabun Mandi 44,Kebersihan,100g,SKU-00870,3500,5000,6100
Shampoo 44,Mie Instan,170ml,SKU-00871,18000,23000,6107
Pasta Gigi 44,Minuman,120g,SKU-00872,11000,15000,6114
Biskuit 44,Snack,120g,SKU-00873,6500,9000,6121
Keripik Kentang 44,Sembako,68g,SKU-00874,9000,12000,6128
Sarden Kaleng 44,Susu,155g,SKU-00875,12000,16000,6135
Kecap Manis 44,Kopi & Teh,600ml,SKU-00876,14000,18000,6142
Saus Sambal 44,Bumbu Dapur,335ml,SKU-00877,10000,14000,6149
Tepung Terigu 44,Makanan Kaleng,1kg,SKU-00878,12000,15000,6156
Telur Ayam 44,Perawatan Diri,1kg,SKU-00879,27000,32000,6163
Tisu Wajah 44,Kebersihan,200 sheets,SKU-00880,9000,13000,6170
Indomie Goreng 45,Mie Instan,85g,SKU-00881,2500,3500,6177
Indomie Soto 45,Minuman,75g,SKU-00882,2500,3500,6184
Aqua 45,Snack,600ml,SKU-00883,2500,4000,6191
Teh Botol Sosro 45,Sembako,450ml,SKU-00884,3500,5000,6198
Kopi Kapal Api 45,Susu,65g,SKU-00885,7000,9500,6205
Beras Premium 45,Kopi & Teh,5kg,SKU-00886,65000,75000,6212
Gula Pasir 45,Bumbu Dapur,1kg,SKU-00887,14500,17000,6219
Minyak Goreng 45,Makanan Kaleng,1L,SKU-00888,17000,20000,6226
Susu UHT 45,Perawatan Diri,1L,SKU-00889,18000,22000,6233
Sabun Mandi 45,Kebersihan,100g,SKU-00890,3500,5000,6240
Shampoo 45,Mie Instan,170ml,SKU-00891,18000,23000,6247
Pasta Gigi 45,Minuman,120g,SKU-00892,11000,15000,6254
Biskuit 45,Snack,120g,SKU-00893,6500,9000,6261
Keripik Kentang 45,Sembako,68g,SKU-00894,9000,12000,6268
Sarden Kaleng 45,Susu,155g,SKU-00895,12000,16000,6275
Kecap Manis 45,Kopi & Teh,600ml,SKU-00896,14000,18000,6282
Saus Sambal 45,Bumbu Dapur,335ml,SKU-00897,10000,14000,6289
Tepung Terigu 45,Makanan Kaleng,1kg,SKU-00898,12000,15000,6296
Telur Ayam 45,Perawatan Diri,1kg,SKU-00899,27000,32000,6303
Tisu Wajah 45,Kebersihan,200 sheets,SKU-00900,9000,13000,6310
Indomie Goreng 46,Mie Instan,85g,SKU-00901,2500,3500,6317
Indomie Soto 46,Minuman,75g,SKU-00902,2500,3500,6324
Aqua 46,Snack,600ml,SKU-00903,2500,4000,6331
Teh Botol Sosro 46,Sembako,450ml,SKU-00904,3500,5000,6338
Kopi Kapal Api 46,Susu,65g,SKU-00905,7000,9500,6345
Beras Premium 46,Kopi & Teh,5kg,SKU-00906,65000,75000,6352
Gula Pasir 46,Bumbu Dapur,1kg,SKU-00907,14500,17000,6359
Minyak Goreng 46,Makanan Kaleng,1L,SKU-00908,17000,20000,6366
Susu UHT 46,Perawatan Diri,1L,SKU-00909,18000,22000,6373
Sabun Mandi 46,Kebersihan,100g,SKU-00910,3500,5000,6380
Shampoo 46,Mie Instan,170ml,SKU-00911,18000,23000,6387
Pasta Gigi 46,Minuman,120g,SKU-00912,11000,15000,6394
Biskuit 46,Snack,120g,SKU-00913,6500,9000,6401
Keripik Kentang 46,Sembako,68g,SKU-00914,9000,12000,6408
Sarden Kaleng 46,Susu,155g,SKU-00915,12000,16000,6415
Kecap Manis 46,Kopi & Teh,600ml,SKU-00916,14000,18000,6422
Saus Sambal 46,Bumbu Dapur,335ml,SKU-00917,10000,14000,6429
Tepung Terigu 46,Makanan Kaleng,1kg,SKU-00918,12000,15000,6436
Telur Ayam 46,Perawatan Diri,1kg,SKU-00919,27000,32000,6443
Tisu Wajah 46,Kebersihan,200 sheets,SKU-00920,9000,13000,6450
Indomie Goreng 47,Mie Instan,85g,SKU-00921,2500,3500,6457
Indomie Soto 47,Minuman,75g,SKU-00922,2500,3500,6464
Aqua 47,Snack,600ml,SKU-00923,2500,4000,6471
Teh Botol Sosro 47,Sembako,450ml,SKU-00924,3500,5000,6478
Kopi Kapal Api 47,Susu,65g,SKU-00925,7000,9500,6485
Beras Premium 47,Kopi & Teh,5kg,SKU-00926,65000,75000,6492
Gula Pasir 47,Bumbu Dapur,1kg,SKU-00927,14500,17000,6499
Minyak Goreng 47,Makanan Kaleng,1L,SKU-00928,17000,20000,6506
Susu UHT 47,Perawatan Diri,1L,SKU-00929,18000,22000,6513
Sabun Mandi 47,Kebersihan,100g,SKU-00930,3500,5000,6520
Shampoo 47,Mie Instan,170ml,SKU-00931,18000,23000,6527
Pasta Gigi 47,Minuman,120g,SKU-00932,11000,15000,6534
Biskuit 47,Snack,120g,SKU-00933,6500,9000,6541
Keripik Kentang 47,Sembako,68g,SKU-00934,9000,12000,6548
Sarden Kaleng 47,Susu,155g,SKU-00935,12000,16000,6555
Kecap Manis 47,Kopi & Teh,600ml,SKU-00936,14000,18000,6562
Saus Sambal 47,Bumbu Dapur,335ml,SKU-00937,10000,14000,6569
Tepung Terigu 47,Makanan Kaleng,1kg,SKU-00938,12000,15000,6576
Telur Ayam 47,Perawatan Diri,1kg,SKU-00939,27000,32000,6583
Tisu Wajah 47,Kebersihan,200 sheets,SKU-00940,9000,13000,6590
Indomie Goreng 48,Mie Instan,85g,SKU-00941,2500,3500,6597
Indomie Soto 48,Minuman,75g,SKU-00942,2500,3500,6604
Aqua 48,Snack,600ml,SKU-00943,2500,4000,6611
Teh Botol Sosro 48,Sembako,450ml,SKU-00944,3500,5000,6618
Kopi Kapal Api 48,Susu,65g,SKU-00945,7000,9500,6625
Beras Premium 48,Kopi & Teh,5kg,SKU-00946,65000,75000,6632
Gula Pasir 48,Bumbu Dapur,1kg,SKU-00947,14500,17000,6639
Minyak Goreng 48,Makanan Kaleng,1L,SKU-00948,17000,20000,6646
Susu UHT 48,Perawatan Diri,1L,SKU-00949,18000,22000,6653
Sabun Mandi 48,Kebersihan,100g,SKU-00950,3500,5000,6660
Shampoo 48,Mie Instan,170ml,SKU-00951,18000,23000,6667
Pasta Gigi 48,Minuman,120g,SKU-00952,11000,15000,6674
Biskuit 48,Snack,120g,SKU-00953,6500,9000,6681
Keripik Kentang 48,Sembako,68g,SKU-00954,9000,12000,6688
Sarden Kaleng 48,Susu,155g,SKU-00955,12000,16000,6695
Kecap Manis 48,Kopi & Teh,600ml,SKU-00956,14000,18000,6702
Saus Sambal 48,Bumbu Dapur,335ml,SKU-00957,10000,14000,6709
Tepung Terigu 48,Makanan Kaleng,1kg,SKU-00958,12000,15000,6716
Telur Ayam 48,Perawatan Diri,1kg,SKU-00959,27000,32000,6723
Tisu Wajah 48,Kebersihan,200 sheets,SKU-00960,9000,13000,6730
Indomie Goreng 49,Mie Instan,85g,SKU-00961,2500,3500,6737
Indomie Soto 49,Minuman,75g,SKU-00962,2500,3500,6744
Aqua 49,Snack,600ml,SKU-00963,2500,4000,6751
Teh Botol Sosro 49,Sembako,450ml,SKU-00964,3500,5000,6758
Kopi Kapal Api 49,Susu,65g,SKU-00965,7000,9500,6765
Beras Premium 49,Kopi & Teh,5kg,SKU-00966,65000,75000,6772
Gula Pasir 49,Bumbu Dapur,1kg,SKU-00967,14500,17000,6779
Minyak Goreng 49,Makanan Kaleng,1L,SKU-00968,17000,20000,6786
Susu UHT 49,Perawatan Diri,1L,SKU-00969,18000,22000,6793
Sabun Mandi 49,Kebersihan,100g,SKU-00970,3500,5000,6800
Shampoo 49,Mie Instan,170ml,SKU-00971,18000,23000,6807
Pasta Gigi 49,Minuman,120g,SKU-00972,11000,15000,6814
Biskuit 49,Snack,120g,SKU-00973,6500,9000,6821
Keripik Kentang 49,Sembako,68g,SKU-00974,9000,12000,6828
Sarden Kaleng 49,Susu,155g,SKU-00975,12000,16000,6835
Kecap Manis 49,Kopi & Teh,600ml,SKU-00976,14000,18000,6842
Saus Sambal 49,Bumbu Dapur,335ml,SKU-00977,10000,14000,6849
Tepung Terigu 49,Makanan Kaleng,1kg,SKU-00978,12000,15000,6856
Telur Ayam 49,Perawatan Diri,1kg,SKU-00979,27000,32000,6863
Tisu Wajah 49,Kebersihan,200 sheets,SKU-00980,9000,13000,6870
Indomie Goreng 50,Mie Instan,85g,SKU-00981,2500,3500,6877
Indomie Soto 50,Minuman,75g,SKU-00982,2500,3500,6884
Aqua 50,Snack,600ml,SKU-00983,2500,4000,6891
Teh Botol Sosro 50,Sembako,450ml,SKU-00984,3500,5000,6898
Kopi Kapal Api 50,Susu,65g,SKU-00985,7000,9500,6905
Beras Premium 50,Kopi & Teh,5kg,SKU-00986,65000,75000,6912
Gula Pasir 50,Bumbu Dapur,1kg,SKU-00987,14500,17000,6919
Minyak Goreng 50,Makanan Kaleng,1L,SKU-00988,17000,20000,6926
Susu UHT 50,Perawatan Diri,1L,SKU-00989,18000,22000,6933
Sabun Mandi 50,Kebersihan,100g,SKU-00990,3500,5000,6940
Shampoo 50,Mie Instan,170ml,SKU-00991,18000,23000,6947
Pasta Gigi 50,Minuman,120g,SKU-00992,11000,15000,6954
Biskuit 50,Snack,120g,SKU-00993,6500,9000,6961
Keripik Kentang 50,Sembako,68g,SKU-00994,9000,12000,6968
Sarden Kaleng 50,Susu,155g,SKU-00995,12000,16000,6975
Kecap Manis 50,Kopi & Teh,600ml,SKU-00996,14000,18000,6982
Saus Sambal 50,Bumbu Dapur,335ml,SKU-00997,10000,14000,6989
Tepung Terigu 50,Makanan Kaleng,1kg,SKU-00998,12000,15000,6996
Telur Ayam 50,Perawatan Diri,1kg,SKU-00999,27000,32000,7003
Tisu Wajah 50,Kebersihan,200 sheets,SKU-01000,9000,13000,7010
Indomie Goreng 51,Mie Instan,85g,SKU-01001,2500,3500,7017
Indomie Soto 51,Minuman,75g,SKU-01002,2500,3500,7024
Aqua 51,Snack,600ml,SKU-01003,2500,4000,7031
Teh Botol Sosro 51,Sembako,450ml,SKU-01004,3500,5000,7038
Kopi Kapal Api 51,Susu,65g,SKU-01005,7000,9500,7045
Beras Premium 51,Kopi & Teh,5kg,SKU-01006,65000,75000,7052
Gula Pasir 51,Bumbu Dapur,1kg,SKU-01007,14500,17000,7059
Minyak Goreng 51,Makanan Kaleng,1L,SKU-01008,17000,20000,7066
Susu UHT 51,Perawatan Diri,1L,SKU-01009,18000,22000,7073
Sabun Mandi 51,Kebersihan,100g,SKU-01010,3500,5000,7080
Shampoo 51,Mie Instan,170ml,SKU-01011,18000,23000,7087
Pasta Gigi 51,Minuman,120g,SKU-01012,11000,15000,7094
Biskuit 51,Snack,120g,SKU-01013,6500,9000,7101
Keripik Kentang 51,Sembako,68g,SKU-01014,9000,12000,7108
Sarden Kaleng 51,Susu,155g,SKU-01015,12000,16000,7115
Kecap Manis 51,Kopi & Teh,600ml,SKU-01016,14000,18000,7122
Saus Sambal 51,Bumbu Dapur,335ml,SKU-01017,10000,14000,7129
Tepung Terigu 51,Makanan Kaleng,1kg,SKU-01018,12000,15000,7136
Telur Ayam 51,Perawatan Diri,1kg,SKU-01019,27000,32000,7143
Tisu Wajah 51,Kebersihan,200 sheets,SKU-01020,9000,13000,7150
Indomie Goreng 52,Mie Instan,85g,SKU-01021,2500,3500,7157
Indomie Soto 52,Minuman,75g,SKU-01022,2500,3500,7164
Aqua 52,Snack,600ml,SKU-01023,2500,4000,7171
Teh Botol Sosro 52,Sembako,450ml,SKU-01024,3500,5000,7178
Kopi Kapal Api 52,Susu,65g,SKU-01025,7000,9500,7185
Beras Premium 52,Kopi & Teh,5kg,SKU-01026,65000,75000,7192
Gula Pasir 52,Bumbu Dapur,1kg,SKU-01027,14500,17000,7199
Minyak Goreng 52,Makanan Kaleng,1L,SKU-01028,17000,20000,7206
Susu UHT 52,Perawatan Diri,1L,SKU-01029,18000,22000,7213
Sabun Mandi 52,Kebersihan,100g,SKU-01030,3500,5000,7220
Shampoo 52,Mie Instan,170ml,SKU-01031,18000,23000,7227
Pasta Gigi 52,Minuman,120g,SKU-01032,11000,15000,7234
Biskuit 52,Snack,120g,SKU-01033,6500,9000,7241
Keripik Kentang 52,Sembako,68g,SKU-01034,9000,12000,7248
Sarden Kaleng 52,Susu,155g,SKU-01035,12000,16000,7255
Kecap Manis 52,Kopi & Teh,600ml,SKU-01036,14000,18000,7262
Saus Sambal 52,Bumbu Dapur,335ml,SKU-01037,10000,14000,7269
Tepung Terigu 52,Makanan Kaleng,1kg,SKU-01038,12000,15000,7276
Telur Ayam 52,Perawatan Diri,1kg,SKU-01039,27000,32000,7283
Tisu Wajah 52,Kebersihan,200 sheets,SKU-01040,9000,13000,7290
Indomie Goreng 53,Mie Instan,85g,SKU-01041,2500,3500,7297
Indomie Soto 53,Minuman,75g,SKU-01042,2500,3500,7304
Aqua 53,Snack,600ml,SKU-01043,2500,4000,7311
Teh Botol Sosro 53,Sembako,450ml,SKU-01044,3500,5000,7318
Kopi Kapal Api 53,Susu,65g,SKU-01045,7000,9500,7325
Beras Premium 53,Kopi & Teh,5kg,SKU-01046,65000,75000,7332
Gula Pasir 53,Bumbu Dapur,1kg,SKU-01047,14500,17000,7339
Minyak Goreng 53,Makanan Kaleng,1L,SKU-01048,17000,20000,7346
Susu UHT 53,Perawatan Diri,1L,SKU-01049,18000,22000,7353
Sabun Mandi 53,Kebersihan,100g,SKU-01050,3500,5000,7360
Shampoo 53,Mie Instan,170ml,SKU-01051,18000,23000,7367
Pasta Gigi 53,Minuman,120g,SKU-01052,11000,15000,7374
Biskuit 53,Snack,120g,SKU-01053,6500,9000,7381
Keripik Kentang 53,Sembako,68g,SKU-01054,9000,12000,7388
Sarden Kaleng 53,Susu,155g,SKU-01055,12000,16000,7395
Kecap Manis 53,Kopi & Teh,600ml,SKU-01056,14000,18000,7402
Saus Sambal 53,Bumbu Dapur,335ml,SKU-01057,10000,14000,7409
Tepung Terigu 53,Makanan Kaleng,1kg,SKU-01058,12000,15000,7416
Telur Ayam 53,Perawatan Diri,1kg,SKU-01059,27000,32000,7423
Tisu Wajah 53,Kebersihan,200 sheets,SKU-01060,9000,13000,7430
Indomie Goreng 54,Mie Instan,85g,SKU-01061,2500,3500,7437
Indomie Soto 54,Minuman,75g,SKU-01062,2500,3500,7444
Aqua 54,Snack,600ml,SKU-01063,2500,4000,7451
Teh Botol Sosro 54,Sembako,450ml,SKU-01064,3500,5000,7458
Kopi Kapal Api 54,Susu,65g,SKU-01065,7000,9500,7465
Beras Premium 54,Kopi & Teh,5kg,SKU-01066,65000,75000,7472
Gula Pasir 54,Bumbu Dapur,1kg,SKU-01067,14500,17000,7479
Minyak Goreng 54,Makanan Kaleng,1L,SKU-01068,17000,20000,7486
Susu UHT 54,Perawatan Diri,1L,SKU-01069,18000,22000,7493
Sabun Mandi 54,Kebersihan,100g,SKU-01070,3500,5000,7500
Shampoo 54,Mie Instan,170ml,SKU-01071,18000,23000,7507
Pasta Gigi 54,Minuman,120g,SKU-01072,11000,15000,7514
Biskuit 54,Snack,120g,SKU-01073,6500,9000,7521
Keripik Kentang 54,Sembako,68g,SKU-01074,9000,12000,7528
Sarden Kaleng 54,Susu,155g,SKU-01075,12000,16000,7535
Kecap Manis 54,Kopi & Teh,600ml,SKU-01076,14000,18000,7542
Saus Sambal 54,Bumbu Dapur,335ml,SKU-01077,10000,14000,7549
Tepung Terigu 54,Makanan Kaleng,1kg,SKU-01078,12000,15000,7556
Telur Ayam 54,Perawatan Diri,1kg,SKU-01079,27000,32000,7563
Tisu Wajah 54,Kebersihan,200 sheets,SKU-01080,9000,13000,7570
Indomie Goreng 55,Mie Instan,85g,SKU-01081,2500,3500,7577
Indomie Soto 55,Minuman,75g,SKU-01082,2500,3500,7584
Aqua 55,Snack,600ml,SKU-01083,2500,4000,7591
Teh Botol Sosro 55,Sembako,450ml,SKU-01084,3500,5000,7598
Kopi Kapal Api 55,Susu,65g,SKU-01085,7000,9500,7605
Beras Premium 55,Kopi & Teh,5kg,SKU-01086,65000,75000,7612
Gula Pasir 55,Bumbu Dapur,1kg,SKU-01087,14500,17000,7619
Minyak Goreng 55,Makanan Kaleng,1L,SKU-01088,17000,20000,7626
Susu UHT 55,Perawatan Diri,1L,SKU-01089,18000,22000,7633
Sabun Mandi 55,Kebersihan,100g,SKU-01090,3500,5000,7640
Shampoo 55,Mie Instan,170ml,SKU-01091,18000,23000,7647
Pasta Gigi 55,Minuman,120g,SKU-01092,11000,15000,7654
Biskuit 55,Snack,120g,SKU-01093,6500,9000,7661
Keripik Kentang 55,Sembako,68g,SKU-01094,9000,12000,7668
Sarden Kaleng 55,Susu,155g,SKU-01095,12000,16000,7675
Kecap Manis 55,Kopi & Teh,600ml,SKU-01096,14000,18000,7682
Saus Sambal 55,Bumbu Dapur,335ml,SKU-01097,10000,14000,7689
Tepung Terigu 55,Makanan Kaleng,1kg,SKU-01098,12000,15000,7696
Telur Ayam 55,Perawatan Diri,1kg,SKU-01099,27000,32000,7703
Tisu Wajah 55,Kebersihan,200 sheets,SKU-01100,9000,13000,7710
Indomie Goreng 56,Mie Instan,85g,SKU-01101,2500,3500,7717
Indomie Soto 56,Minuman,75g,SKU-01102,2500,3500,7724
Aqua 56,Snack,600ml,SKU-01103,2500,4000,7731
Teh Botol Sosro 56,Sembako,450ml,SKU-01104,3500,5000,7738
Kopi Kapal Api 56,Susu,65g,SKU-01105,7000,9500,7745
Beras Premium 56,Kopi & Teh,5kg,SKU-01106,65000,75000,7752
Gula Pasir 56,Bumbu Dapur,1kg,SKU-01107,14500,17000,7759
Minyak Goreng 56,Makanan Kaleng,1L,SKU-01108,17000,20000,7766
Susu UHT 56,Perawatan Diri,1L,SKU-01109,18000,22000,7773
Sabun Mandi 56,Kebersihan,100g,SKU-01110,3500,5000,7780
Shampoo 56,Mie Instan,170ml,SKU-01111,18000,23000,7787
Pasta Gigi 56,Minuman,120g,SKU-01112,11000,15000,7794
Biskuit 56,Snack,120g,SKU-01113,6500,9000,7801
Keripik Kentang 56,Sembako,68g,SKU-01114,9000,12000,7808
Sarden Kaleng 56,Susu,155g,SKU-01115,12000,16000,7815
Kecap Manis 56,Kopi & Teh,600ml,SKU-01116,14000,18000,7822
Saus Sambal 56,Bumbu Dapur,335ml,SKU-01117,10000,14000,7829
Tepung Terigu 56,Makanan Kaleng,1kg,SKU-01118,12000,15000,7836
Telur Ayam 56,Perawatan Diri,1kg,SKU-01119,27000,32000,7843
Tisu Wajah 56,Kebersihan,200 sheets,SKU-01120,9000,13000,7850
Indomie Goreng 57,Mie Instan,85g,SKU-01121,2500,3500,7857
Indomie Soto 57,Minuman,75g,SKU-01122,2500,3500,7864
Aqua 57,Snack,600ml,SKU-01123,2500,4000,7871
Teh Botol Sosro 57,Sembako,450ml,SKU-01124,3500,5000,7878
Kopi Kapal Api 57,Susu,65g,SKU-01125,7000,9500,7885
Beras Premium 57,Kopi & Teh,5kg,SKU-01126,65000,75000,7892
Gula Pasir 57,Bumbu Dapur,1kg,SKU-01127,14500,17000,7899
Minyak Goreng 57,Makanan Kaleng,1L,SKU-01128,17000,20000,7906
Susu UHT 57,Perawatan Diri,1L,SKU-01129,18000,22000,7913
Sabun Mandi 57,Kebersihan,100g,SKU-01130,3500,5000,7920
Shampoo 57,Mie Instan,170ml,SKU-01131,18000,23000,7927
Pasta Gigi 57,Minuman,120g,SKU-01132,11000,15000,7934
Biskuit 57,Snack,120g,SKU-01133,6500,9000,7941
Keripik Kentang 57,Sembako,68g,SKU-01134,9000,12000,7948
Sarden Kaleng 57,Susu,155g,SKU-01135,12000,16000,7955
Kecap Manis 57,Kopi & Teh,600ml,SKU-01136,14000,18000,7962
Saus Sambal 57,Bumbu Dapur,335ml,SKU-01137,10000,14000,7969
Tepung Terigu 57,Makanan Kaleng,1kg,SKU-01138,12000,15000,7976
