name,category,sku,variantName,costPrice,sellingPrice,stockQuantity
Nusantara Susu 0997,Elektronik,SKU-001994,1 L,75584,96600,81
Prima Air Mineral 0998,ATK,SKU-001995,330 ml,68368,89400,159
Prima Air Mineral 0998,ATK,SKU-001996,600 ml,93060,132900,157
Prima Air Mineral 0998,ATK,SKU-001997,1.5 L,147791,192000,186
Sejahtera Mie Instan 0999,Rumah Tangga,SKU-001998,Original,130779,169700,46
Maju Biskuit 1000,Kesehatan,SKU-001999,50 g,61306,83500,49
Maju Biskuit 1000,Kesehatan,SKU-002000,100 g,714,800,119
Jaya Keripik 1001,Makanan,SKU-002001,50 g,31213,42800,53
Jaya Keripik 1001,Makanan,SKU-002002,100 g,108993,138900,85
Jaya Keripik 1001,Makanan,SKU-002003,250 g,91958,121200,163
Sentosa Saus 1002,Minuman,SKU-002004,135 ml,55963,64500,51
Makmur Kecap 1003,Snack,SKU-002005,135 ml,74126,90900,17
Makmur Kecap 1003,Snack,SKU-002006,275 ml,80980,100400,140
Fresh Sabun Mandi 1004,Sembako,SKU-002007,70 g,85214,117600,29
Fresh Sabun Mandi 1004,Sembako,SKU-002008,100 g,87668,109800,185
Fresh Sabun Mandi 1004,Sembako,SKU-002009,250 g,149439,199500,7
Daily Shampoo 1005,Perawatan Diri,SKU-002010,170 ml,46340,56000,86
Choice Pasta Gigi 1006,Kebersihan,SKU-002011,75 g,125895,179400,9
Choice Pasta Gigi 1006,Kebersihan,SKU-002012,120 g,35887,46500,160
Max Detergen 1007,Elektronik,SKU-002013,500 g,121048,171600,137
Max Detergen 1007,Elektronik,SKU-002014,1 kg,88146,113600,105
Max Detergen 1007,Elektronik,SKU-002015,2.5 kg,14985,21000,76
Plus Tisu 1008,ATK,SKU-002016,10 sheets,148396,202900,80
Nusantara Pewangi 1009,Rumah Tangga,SKU-002017,250 ml,145836,191200,53
Nusantara Pewangi 1009,Rumah Tangga,SKU-002018,450 ml,87258,121300,90
Prima Pulpen 1010,Kesehatan,SKU-002019,0.5 mm,17657,25400,71
Prima Pulpen 1010,Kesehatan,SKU-002020,0.7 mm,8471,10600,96
Prima Pulpen 1010,Kesehatan,SKU-002021,1.0 mm,140356,196900,146
Sejahtera Buku Tulis 1011,Makanan,SKU-002022,38 sheets,102422,123500,29
Maju Lampu LED 1012,Minuman,SKU-002023,5 W,81114,110400,80
Maju Lampu LED 1012,Minuman,SKU-002024,9 W,8591,10600,22
Jaya Baterai 1013,Snack,SKU-002025,AA,130599,184600,95
Jaya Baterai 1013,Snack,SKU-002026,AAA,118764,166100,77
Jaya Baterai 1013,Snack,SKU-002027,9V,56959,74500,44
Sentosa Kabel USB 1014,Sembako,SKU-002028,1 m,29720,37500,9
Makmur Sapu 1015,Perawatan Diri,SKU-002029,Standard,53278,75900,113
Makmur Sapu 1015,Perawatan Diri,SKU-002030,Premium,132943,153900,123
Fresh Pel 1016,Kebersihan,SKU-002031,Standard,131386,157200,87
Fresh Pel 1016,Kebersihan,SKU-002032,Microfiber,127039,174000,134
Fresh Pel 1016,Kebersihan,SKU-002033,Spray,81658,112900,36
Daily Spons 1017,Elektronik,SKU-002034,Small,26056,36400,132
Choice Vitamin 1018,ATK,SKU-002035,30 tablets,35091,42500,9
Choice Vitamin 1018,ATK,SKU-002036,60 tablets,120720,152900,133
Max Masker 1019,Rumah Tangga,SKU-002037,10 pcs,30665,35300,11
Max Masker 1019,Rumah Tangga,SKU-002038,25 pcs,23126,28900,11
Max Masker 1019,Rumah Tangga,SKU-002039,50 pcs,27327,35700,168
Plus Hand Sanitizer 1020,Kesehatan,SKU-002040,60 ml,82214,95100,194
Nusantara Beras 1021,Makanan,SKU-002041,5 kg,82126,110200,53
Nusantara Beras 1021,Makanan,SKU-002042,10 kg,84416,102200,73
Prima Minyak Goreng 1022,Minuman,SKU-002043,1 L,72822,95400,197
Prima Minyak Goreng 1022,Minuman,SKU-002044,2 L,115935,156700,69
Prima Minyak Goreng 1022,Minuman,SKU-002045,5 L,39443,47200,29
Sejahtera Gula 1023,Snack,SKU-002046,500 g,4299,6200,143
Maju Tepung 1024,Sembako,SKU-002047,500 g,135057,159500,138
Maju Tepung 1024,Sembako,SKU-002048,1 kg,92133,121100,69
Jaya Kopi 1025,Perawatan Diri,SKU-002049,100 g,37408,53600,72
Jaya Kopi 1025,Perawatan Diri,SKU-002050,200 g,64479,77500,79
Jaya Kopi 1025,Perawatan Diri,SKU-002051,500 g,89098,116900,12
Sentosa Teh 1026,Kebersihan,SKU-002052,25 sachet,34398,39900,172
Makmur Susu 1027,Elektronik,SKU-002053,200 ml,13526,16000,13
Makmur Susu 1027,Elektronik,SKU-002054,1 L,22875,29200,45
Fresh Air Mineral 1028,ATK,SKU-002055,330 ml,117173,156400,79
Fresh Air Mineral 1028,ATK,SKU-002056,600 ml,87418,122000,182
Fresh Air Mineral 1028,ATK,SKU-002057,1.5 L,140149,164500,193
Daily Mie Instan 1029,Rumah Tangga,SKU-002058,Original,122379,161600,23
Choice Biskuit 1030,Kesehatan,SKU-002059,50 g,123055,145100,79
Choice Biskuit 1030,Kesehatan,SKU-002060,100 g,122300,157900,57
Max Keripik 1031,Makanan,SKU-002061,50 g,37975,53500,157
Max Keripik 1031,Makanan,SKU-002062,100 g,67946,96700,100
Max Keripik 1031,Makanan,SKU-002063,250 g,48364,65800,170
Plus Saus 1032,Minuman,SKU-002064,135 ml,86893,120500,83
Nusantara Kecap 1033,Snack,SKU-002065,135 ml,119125,154400,16
Nusantara Kecap 1033,Snack,SKU-002066,275 ml,124906,147900,122
Prima Sabun Mandi 1034,Sembako,SKU-002067,70 g,121211,170100,72
Prima Sabun Mandi 1034,Sembako,SKU-002068,100 g,91687,122100,32
Prima Sabun Mandi 1034,Sembako,SKU-002069,250 g,133455,157600,182
Sejahtera Shampoo 1035,Perawatan Diri,SKU-002070,170 ml,28344,35400,166
Maju Pasta Gigi 1036,Kebersihan,SKU-002071,75 g,18892,26200,136
Maju Pasta Gigi 1036,Kebersihan,SKU-002072,120 g,121141,153900,105
Jaya Detergen 1037,Elektronik,SKU-002073,500 g,62841,84000,140
Jaya Detergen 1037,Elektronik,SKU-002074,1 kg,41986,60600,98
Jaya Detergen 1037,Elektronik,SKU-002075,2.5 kg,17617,22100,177
Sentosa Tisu 1038,ATK,SKU-002076,10 sheets,113322,157000,111
Makmur Pewangi 1039,Rumah Tangga,SKU-002077,250 ml,148991,206500,139
Makmur Pewangi 1039,Rumah Tangga,SKU-002078,450 ml,62206,74800,171
Fresh Pulpen 1040,Kesehatan,SKU-002079,0.5 mm,20719,28400,182
Fresh Pulpen 1040,Kesehatan,SKU-002080,0.7 mm,127867,151400,152
Fresh Pulpen 1040,Kesehatan,SKU-002081,1.0 mm,121648,151800,24
Daily Buku Tulis 1041,Makanan,SKU-002082,38 sheets,117010,140700,103
Choice Lampu LED 1042,Minuman,SKU-002083,5 W,18547,24700,175
Choice Lampu LED 1042,Minuman,SKU-002084,9 W,99629,124400,165
Max Baterai 1043,Snack,SKU-002085,AA,16417,19300,35
Max Baterai 1043,Snack,SKU-002086,AAA,348,500,169
Max Baterai 1043,Snack,SKU-002087,9V,39416,50700,74
Plus Kabel USB 1044,Sembako,SKU-002088,1 m,102531,136800,114
Nusantara Sapu 1045,Perawatan Diri,SKU-002089,Standard,51592,62500,81
Nusantara Sapu 1045,Perawatan Diri,SKU-002090,Premium,78873,104200,173
Prima Pel 1046,Kebersihan,SKU-002091,Standard,80135,114200,111
Prima Pel 1046,Kebersihan,SKU-002092,Microfiber,90546,131000,149
Prima Pel 1046,Kebersihan,SKU-002093,Spray,2428,3200,130
Sejahtera Spons 1047,Elektronik,SKU-002094,Small,106257,149200,75
Maju Vitamin 1048,ATK,SKU-002095,30 tablets,16660,21000,140
Maju Vitamin 1048,ATK,SKU-002096,60 tablets,14227,16400,143
Jaya Masker 1049,Rumah Tangga,SKU-002097,10 pcs,94473,111800,72
Jaya Masker 1049,Rumah Tangga,SKU-002098,25 pcs,8474,10300,179
Jaya Masker 1049,Rumah Tangga,SKU-002099,50 pcs,103655,138600,182
Sentosa Hand Sanitizer 1050,Kesehatan,SKU-002100,60 ml,100646,128000,111
Makmur Beras 1051,Makanan,SKU-002101,5 kg,143199,173800,44
Makmur Beras 1051,Makanan,SKU-002102,10 kg,124784,148700,142
Fresh Minyak Goreng 1052,Minuman,SKU-002103,1 L,101119,141900,92
Fresh Minyak Goreng 1052,Minuman,SKU-002104,2 L,109675,131200,171
Fresh Minyak Goreng 1052,Minuman,SKU-002105,5 L,33211,39500,18
Daily Gula 1053,Snack,SKU-002106,500 g,4417,5300,124
Choice Tepung 1054,Sembako,SKU-002107,500 g,114787,165600,34
Choice Tepung 1054,Sembako,SKU-002108,1 kg,22494,26800,106
Max Kopi 1055,Perawatan Diri,SKU-002109,100 g,119845,169900,178
Max Kopi 1055,Perawatan Diri,SKU-002110,200 g,111895,149600,116
Max Kopi 1055,Perawatan Diri,SKU-002111,500 g,133840,170900,115
Plus Teh 1056,Kebersihan,SKU-002112,25 sachet,101150,127100,47
Nusantara Susu 1057,Elektronik,SKU-002113,200 ml,111651,148600,147
Nusantara Susu 1057,Elektronik,SKU-002114,1 L,130888,183800,60
Prima Air Mineral 1058,ATK,SKU-002115,330 ml,131825,162200,139
Prima Air Mineral 1058,ATK,SKU-002116,600 ml,96498,111900,9
Prima Air Mineral 1058,ATK,SKU-002117,1.5 L,149237,193300,94
Sejahtera Mie Instan 1059,Rumah Tangga,SKU-002118,Original,29965,39700,176
Maju Biskuit 1060,Kesehatan,SKU-002119,50 g,21288,25400,187
Maju Biskuit 1060,Kesehatan,SKU-002120,100 g,138294,199800,192
Jaya Keripik 1061,Makanan,SKU-002121,50 g,73548,94800,20
Jaya Keripik 1061,Makanan,SKU-002122,100 g,137494,194800,22
Jaya Keripik 1061,Makanan,SKU-002123,250 g,64585,83400,189
Sentosa Saus 1062,Minuman,SKU-002124,135 ml,20768,28100,138
Makmur Kecap 1063,Snack,SKU-002125,135 ml,82219,109700,87
Makmur Kecap 1063,Snack,SKU-002126,275 ml,140555,194500,120
Fresh Sabun Mandi 1064,Sembako,SKU-002127,70 g,119322,155600,120
Fresh Sabun Mandi 1064,Sembako,SKU-002128,100 g,87204,111300,75
Fresh Sabun Mandi 1064,Sembako,SKU-002129,250 g,76114,91400,177
Daily Shampoo 1065,Perawatan Diri,SKU-002130,170 ml,80010,109500,144
Choice Pasta Gigi 1066,Kebersihan,SKU-002131,75 g,68573,80100,121
Choice Pasta Gigi 1066,Kebersihan,SKU-002132,120 g,44623,59000,168
Max Detergen 1067,Elektronik,SKU-002133,500 g,76781,106900,159
Max Detergen 1067,Elektronik,SKU-002134,1 kg,7456,9200,21
Max Detergen 1067,Elektronik,SKU-002135,2.5 kg,33545,43700,200
Plus Tisu 1068,ATK,SKU-002136,10 sheets,73136,89600,157
Nusantara Pewangi 1069,Rumah Tangga,SKU-002137,250 ml,73955,91200,65
Nusantara Pewangi 1069,Rumah Tangga,SKU-002138,450 ml,4023,5500,154
Prima Pulpen 1070,Kesehatan,SKU-002139,0.5 mm,46073,65600,189
Prima Pulpen 1070,Kesehatan,SKU-002140,0.7 mm,39919,53800,94
Prima Pulpen 1070,Kesehatan,SKU-002141,1.0 mm,46279,56800,179
Sejahtera Buku Tulis 1071,Makanan,SKU-002142,38 sheets,62217,80600,135
Maju Lampu LED 1072,Minuman,SKU-002143,5 W,8974,11200,21
Maju Lampu LED 1072,Minuman,SKU-002144,9 W,38329,50900,39
Jaya Baterai 1073,Snack,SKU-002145,AA,130309,179300,105
Jaya Baterai 1073,Snack,SKU-002146,AAA,100744,123000,112
Jaya Baterai 1073,Snack,SKU-002147,9V,44152,53600,187
Sentosa Kabel USB 1074,Sembako,SKU-002148,1 m,90759,105900,67
Makmur Sapu 1075,Perawatan Diri,SKU-002149,Standard,30707,35800,118
Makmur Sapu 1075,Perawatan Diri,SKU-002150,Premium,104828,135500,121
Fresh Pel 1076,Kebersihan,SKU-002151,Standard,139897,170700,174
Fresh Pel 1076,Kebersihan,SKU-002152,Microfiber,102554,132500,37
Fresh Pel 1076,Kebersihan,SKU-002153,Spray,139352,196600,3
Daily Spons 1077,Elektronik,SKU-002154,Small,76005,108500,114
Choice Vitamin 1078,ATK,SKU-002155,30 tablets,100440,136000,135
Choice Vitamin 1078,ATK,SKU-002156,60 tablets,11052,13000,136
Max Masker 1079,Rumah Tangga,SKU-002157,10 pcs,93053,133700,110
Max Masker 1079,Rumah Tangga,SKU-002158,25 pcs,71757,89700,68
Max Masker 1079,Rumah Tangga,SKU-002159,50 pcs,26062,32000,149
Plus Hand Sanitizer 1080,Kesehatan,SKU-002160,60 ml,102838,132500,172
Nusantara Beras 1081,Makanan,SKU-002161,5 kg,63685,87300,150
Nusantara Beras 1081,Makanan,SKU-002162,10 kg,51398,67100,173
Prima Minyak Goreng 1082,Minuman,SKU-002163,1 L,47464,59000,2
Prima Minyak Goreng 1082,Minuman,SKU-002164,2 L,2521,3500,3
Prima Minyak Goreng 1082,Minuman,SKU-002165,5 L,108106,127500,26
Sejahtera Gula 1083,Snack,SKU-002166,500 g,117201,147100,185
Maju Tepung 1084,Sembako,SKU-002167,500 g,74564,91400,8
Maju Tepung 1084,Sembako,SKU-002168,1 kg,6512,8700,14
Jaya Kopi 1085,Perawatan Diri,SKU-002169,100 g,57139,82000,163
Jaya Kopi 1085,Perawatan Diri,SKU-002170,200 g,32226,43900,30
Jaya Kopi 1085,Perawatan Diri,SKU-002171,500 g,22945,32300,33
Sentosa Teh 1086,Kebersihan,SKU-002172,25 sachet,98855,133100,165
Makmur Susu 1087,Elektronik,SKU-002173,200 ml,148691,206800,47
Makmur Susu 1087,Elektronik,SKU-002174,1 L,29357,39900,64
Fresh Air Mineral 1088,ATK,SKU-002175,330 ml,77519,100000,19
Fresh Air Mineral 1088,ATK,SKU-002176,600 ml,119167,170000,70
Fresh Air Mineral 1088,ATK,SKU-002177,1.5 L,112231,152400,170
Daily Mie Instan 1089,Rumah Tangga,SKU-002178,Original,85078,104400,199
Choice Biskuit 1090,Kesehatan,SKU-002179,50 g,19697,24300,15
Choice Biskuit 1090,Kesehatan,SKU-002180,100 g,100648,127500,15
Max Keripik 1091,Makanan,SKU-002181,50 g,67995,97700,67
Max Keripik 1091,Makanan,SKU-002182,100 g,46943,60200,125
Max Keripik 1091,Makanan,SKU-002183,250 g,52904,70500,45
Plus Saus 1092,Minuman,SKU-002184,135 ml,129289,152900,138
Nusantara Kecap 1093,Snack,SKU-002185,135 ml,113350,137800,164
Nusantara Kecap 1093,Snack,SKU-002186,275 ml,28152,40100,183
Prima Sabun Mandi 1094,Sembako,SKU-002187,70 g,68194,80500,18
Prima Sabun Mandi 1094,Sembako,SKU-002188,100 g,18758,24800,64
Prima Sabun Mandi 1094,Sembako,SKU-002189,250 g,117185,135400,127
Sejahtera Shampoo 1095,Perawatan Diri,SKU-002190,170 ml,39321,52900,0
Maju Pasta Gigi 1096,Kebersihan,SKU-002191,75 g,10218,13800,68
Maju Pasta Gigi 1096,Kebersihan,SKU-002192,120 g,40042,54500,100
Jaya Detergen 1097,Elektronik,SKU-002193,500 g,1270,1700,197
Jaya Detergen 1097,Elektronik,SKU-002194,1 kg,128928,166800,103
Jaya Detergen 1097,Elektronik,SKU-002195,2.5 kg,18676,24500,0
Sentosa Tisu 1098,ATK,SKU-002196,10 sheets,101074,145200,199
Makmur Pewangi 1099,Rumah Tangga,SKU-002197,250 ml,126670,150300,137
Makmur Pewangi 1099,Rumah Tangga,SKU-002198,450 ml,94388,118000,77
Fresh Pulpen 1100,Kesehatan,SKU-002199,0.5 mm,105318,122900,165
Fresh Pulpen 1100,Kesehatan,SKU-002200,0.7 mm,24067,30300,87
Fresh Pulpen 1100,Kesehatan,SKU-002201,1.0 mm,21391,30000,194
Daily Buku Tulis 1101,Makanan,SKU-002202,38 sheets,76310,102600,45
Choice Lampu LED 1102,Minuman,SKU-002203,5 W,145652,169200,98
Choice Lampu LED 1102,Minuman,SKU-002204,9 W,50370,62400,99
Max Baterai 1103,Snack,SKU-002205,AA,28288,37900,91
Max Baterai 1103,Snack,SKU-002206,AAA,127833,150300,161
Max Baterai 1103,Snack,SKU-002207,9V,115114,157800,35
Plus Kabel USB 1104,Sembako,SKU-002208,1 m,9658,11700,184
Nusantara Sapu 1105,Perawatan Diri,SKU-002209,Standard,62817,81500,16
Nusantara Sapu 1105,Perawatan Diri,SKU-002210,Premium,142002,190700,127
Prima Pel 1106,Kebersihan,SKU-002211,Standard,140269,201900,115
Prima Pel 1106,Kebersihan,SKU-002212,Microfiber,4603,5300,14
Prima Pel 1106,Kebersihan,SKU-002213,Spray,88830,123100,10
Sejahtera Spons 1107,Elektronik,SKU-002214,Small,106601,126400,167
Maju Vitamin 1108,ATK,SKU-002215,30 tablets,137432,176900,173
Maju Vitamin 1108,ATK,SKU-002216,60 tablets,140956,168400,148
Jaya Masker 1109,Rumah Tangga,SKU-002217,10 pcs,61375,87600,9
Jaya Masker 1109,Rumah Tangga,SKU-002218,25 pcs,37417,48500,4
Jaya Masker 1109,Rumah Tangga,SKU-002219,50 pcs,123827,176100,158
Sentosa Hand Sanitizer 1110,Kesehatan,SKU-002220,60 ml,12306,15000,166
Makmur Beras 1111,Makanan,SKU-002221,5 kg,34519,39800,161
Makmur Beras 1111,Makanan,SKU-002222,10 kg,13396,19000,24
Fresh Minyak Goreng 1112,Minuman,SKU-002223,1 L,119886,159900,151
Fresh Minyak Goreng 1112,Minuman,SKU-002224,2 L,17066,23800,27
Fresh Minyak Goreng 1112,Minuman,SKU-002225,5 L,30231,39300,157
Daily Gula 1113,Snack,SKU-002226,500 g,58121,67900,51
Choice Tepung 1114,Sembako,SKU-002227,500 g,112028,140200,188
Choice Tepung 1114,Sembako,SKU-002228,1 kg,105684,131800,175
Max Kopi 1115,Perawatan Diri,SKU-002229,100 g,143400,170800,54
Max Kopi 1115,Perawatan Diri,SKU-002230,200 g,12250,16300,85
Max Kopi 1115,Perawatan Diri,SKU-002231,500 g,16873,20000,36
Plus Teh 1116,Kebersihan,SKU-002232,25 sachet,109130,131000,94
Nusantara Susu 1117,Elektronik,SKU-002233,200 ml,145372,174400,62
Nusantara Susu 1117,Elektronik,SKU-002234,1 L,10968,13100,161
Prima Air Mineral 1118,ATK,SKU-002235,330 ml,98900,136800,4
Prima Air Mineral 1118,ATK,SKU-002236,600 ml,127955,150200,1
Prima Air Mineral 1118,ATK,SKU-002237,1.5 L,47332,67600,180
Sejahtera Mie Instan 1119,Rumah Tangga,SKU-002238,Original,74678,95200,197
Maju Biskuit 1120,Kesehatan,SKU-002239,50 g,125083,169800,52
Maju Biskuit 1120,Kesehatan,SKU-002240,100 g,37809,50700,133
Jaya Keripik 1121,Makanan,SKU-002241,50 g,118374,150800,44
Jaya Keripik 1121,Makanan,SKU-002242,100 g,10162,13500,183
Jaya Keripik 1121,Makanan,SKU-002243,250 g,131342,175200,22
Sentosa Saus 1122,Minuman,SKU-002244,135 ml,79257,99400,1
Makmur Kecap 1123,Snack,SKU-002245,135 ml,146500,178800,30
Makmur Kecap 1123,Snack,SKU-002246,275 ml,139288,201000,158
Fresh Sabun Mandi 1124,Sembako,SKU-002247,70 g,95170,134100,138
Fresh Sabun Mandi 1124,Sembako,SKU-002248,100 g,133348,162100,197
Fresh Sabun Mandi 1124,Sembako,SKU-002249,250 g,54854,67600,49
Daily Shampoo 1125,Perawatan Diri,SKU-002250,170 ml,29838,41400,175
Choice Pasta Gigi 1126,Kebersihan,SKU-002251,75 g,124664,162000,40
Choice Pasta Gigi 1126,Kebersihan,SKU-002252,120 g,11602,13500,93
Max Detergen 1127,Elektronik,SKU-002253,500 g,75027,91000,64
Max Detergen 1127,Elektronik,SKU-002254,1 kg,87933,117400,194
Max Detergen 1127,Elektronik,SKU-002255,2.5 kg,119089,138500,189
Plus Tisu 1128,ATK,SKU-002256,10 sheets,14051,20100,45
Nusantara Pewangi 1129,Rumah Tangga,SKU-002257,250 ml,41730,57800,124
Nusantara Pewangi 1129,Rumah Tangga,SKU-002258,450 ml,135278,160300,60
Prima Pulpen 1130,Kesehatan,SKU-002259,0.5 mm,116907,155200,83
Prima Pulpen 1130,Kesehatan,SKU-002260,0.7 mm,110155,133200,173
Prima Pulpen 1130,Kesehatan,SKU-002261,1.0 mm,85676,104400,28
Sejahtera Buku Tulis 1131,Makanan,SKU-002262,38 sheets,85793,104500,60
Maju Lampu LED 1132,Minuman,SKU-002263,5 W,108459,153000,96
Maju Lampu LED 1132,Minuman,SKU-002264,9 W,58145,68100,149
Jaya Baterai 1133,Snack,SKU-002265,AA,127284,148500,111
Jaya Baterai 1133,Snack,SKU-002266,AAA,38295,46500,156
Jaya Baterai 1133,Snack,SKU-002267,9V,119573,143900,95
Sentosa Kabel USB 1134,Sembako,SKU-002268,1 m,36057,46400,49
Makmur Sapu 1135,Perawatan Diri,SKU-002269,Standard,94302,136000,51
Makmur Sapu 1135,Perawatan Diri,SKU-002270,Premium,88351,105000,177
Fresh Pel 1136,Kebersihan,SKU-002271,Standard,149372,174500,34
Fresh Pel 1136,Kebersihan,SKU-002272,Microfiber,29426,41400,117
Fresh Pel 1136,Kebersihan,SKU-002273,Spray,109934,132100,87
Daily Spons 1137,Elektronik,SKU-002274,Small,57933,82000,154
Choice Vitamin 1138,ATK,SKU-002275,30 tablets,41401,57400,163
Choice Vitamin 1138,ATK,SKU-002276,60 tablets,44847,59400,141
Max Masker 1139,Rumah Tangga,SKU-002277,10 pcs,60515,71200,133
Max Masker 1139,Rumah Tangga,SKU-002278,25 pcs,128544,181100,55
Max Masker 1139,Rumah Tangga,SKU-002279,50 pcs,124422,174300,71
Plus Hand Sanitizer 1140,Kesehatan,SKU-002280,60 ml,4102,5600,188
Nusantara Beras 1141,Makanan,SKU-002281,5 kg,64958,79500,111
Nusantara Beras 1141,Makanan,SKU-002282,10 kg,58602,83100,151
Prima Minyak Goreng 1142,Minuman,SKU-002283,1 L,39351,56000,1
Prima Minyak Goreng 1142,Minuman,SKU-002284,2 L,109816,158600,10
Prima Minyak Goreng 1142,Minuman,SKU-002285,5 L,123678,169400,129
Sejahtera Gula 1143,Snack,SKU-002286,500 g,9113,11600,100
Maju Tepung 1144,Sembako,SKU-002287,500 g,125937,175400,178
Maju Tepung 1144,Sembako,SKU-002288,1 kg,25989,33400,61
Jaya Kopi 1145,Perawatan Diri,SKU-002289,100 g,22081,29100,3
Jaya Kopi 1145,Perawatan Diri,SKU-002290,200 g,106892,153400,33
Jaya Kopi 1145,Perawatan Diri,SKU-002291,500 g,94253,116800,165
Sentosa Teh 1146,Kebersihan,SKU-002292,25 sachet,24084,27800,171
Makmur Susu 1147,Elektronik,SKU-002293,200 ml,80211,96100,117
Makmur Susu 1147,Elektronik,SKU-002294,1 L,149821,205900,6
Fresh Air Mineral 1148,ATK,SKU-002295,330 ml,119533,154100,35
Fresh Air Mineral 1148,ATK,SKU-002296,600 ml,106562,128500,94
Fresh Air Mineral 1148,ATK,SKU-002297,1.5 L,122012,166100,0
Daily Mie Instan 1149,Rumah Tangga,SKU-002298,Original,18833,23800,176
Choice Biskuit 1150,Kesehatan,SKU-002299,50 g,87569,114700,75
Choice Biskuit 1150,Kesehatan,SKU-002300,100 g,111947,154000,178
Max Keripik 1151,Makanan,SKU-002301,50 g,142496,188500,53
Max Keripik 1151,Makanan,SKU-002302,100 g,21522,28800,85
Max Keripik 1151,Makanan,SKU-002303,250 g,14668,19100,172
Plus Saus 1152,Minuman,SKU-002304,135 ml,95717,135600,28
Nusantara Kecap 1153,Snack,SKU-002305,135 ml,100689,126800,158
Nusantara Kecap 1153,Snack,SKU-002306,275 ml,11014,13900,44
Prima Sabun Mandi 1154,Sembako,SKU-002307,70 g,146783,199800,143
Prima Sabun Mandi 1154,Sembako,SKU-002308,100 g,53964,64300,85
Prima Sabun Mandi 1154,Sembako,SKU-002309,250 g,62856,82500,166
Sejahtera Shampoo 1155,Perawatan Diri,SKU-002310,170 ml,125734,172400,192
Maju Pasta Gigi 1156,Kebersihan,SKU-002311,75 g,55296,76100,194
Maju Pasta Gigi 1156,Kebersihan,SKU-002312,120 g,59397,74000,68
Jaya Detergen 1157,Elektronik,SKU-002313,500 g,132306,179200,70
Jaya Detergen 1157,Elektronik,SKU-002314,1 kg,14576,17000,88
Jaya Detergen 1157,Elektronik,SKU-002315,2.5 kg,118896,154100,134
Sentosa Tisu 1158,ATK,SKU-002316,10 sheets,32467,41900,136
Makmur Pewangi 1159,Rumah Tangga,SKU-002317,250 ml,139984,198800,115
Makmur Pewangi 1159,Rumah Tangga,SKU-002318,450 ml,96807,134600,177
Fresh Pulpen 1160,Kesehatan,SKU-002319,0.5 mm,17503,21100,117
Fresh Pulpen 1160,Kesehatan,SKU-002320,0.7 mm,23187,27200,45
Fresh Pulpen 1160,Kesehatan,SKU-002321,1.0 mm,75895,109100,19
Daily Buku Tulis 1161,Makanan,SKU-002322,38 sheets,28969,34700,28
Choice Lampu LED 1162,Minuman,SKU-002323,5 W,39085,50800,52
Choice Lampu LED 1162,Minuman,SKU-002324,9 W,136795,196400,5
Max Baterai 1163,Snack,SKU-002325,AA,77152,98400,174
Max Baterai 1163,Snack,SKU-002326,AAA,142233,203300,121
Max Baterai 1163,Snack,SKU-002327,9V,91185,116400,188
Plus Kabel USB 1164,Sembako,SKU-002328,1 m,5931,7300,16
Nusantara Sapu 1165,Perawatan Diri,SKU-002329,Standard,6076,8600,59
Nusantara Sapu 1165,Perawatan Diri,SKU-002330,Premium,136515,183400,105
Prima Pel 1166,Kebersihan,SKU-002331,Standard,90160,121400,83
Prima Pel 1166,Kebersihan,SKU-002332,Microfiber,127740,169600,178
Prima Pel 1166,Kebersihan,SKU-002333,Spray,139279,195300,113
Sejahtera Spons 1167,Elektronik,SKU-002334,Small,120363,149400,33
Maju Vitamin 1168,ATK,SKU-002335,30 tablets,80645,96900,66
Maju Vitamin 1168,ATK,SKU-002336,60 tablets,59749,77400,73
Jaya Masker 1169,Rumah Tangga,SKU-002337,10 pcs,12704,15200,72
Jaya Masker 1169,Rumah Tangga,SKU-002338,25 pcs,119818,172200,158
Jaya Masker 1169,Rumah Tangga,SKU-002339,50 pcs,42450,57900,73
Sentosa Hand Sanitizer 1170,Kesehatan,SKU-002340,60 ml,48083,69300,181
Makmur Beras 1171,Makanan,SKU-002341,5 kg,40535,48600,29
Makmur Beras 1171,Makanan,SKU-002342,10 kg,11087,16100,147
Fresh Minyak Goreng 1172,Minuman,SKU-002343,1 L,33454,42900,94
Fresh Minyak Goreng 1172,Minuman,SKU-002344,2 L,48664,59000,181
Fresh Minyak Goreng 1172,Minuman,SKU-002345,5 L,9393,12700,88
Daily Gula 1173,Snack,SKU-002346,500 g,39082,49300,138
Choice Tepung 1174,Sembako,SKU-002347,500 g,42923,56200,31
Choice Tepung 1174,Sembako,SKU-002348,1 kg,6833,8700,127
Max Kopi 1175,Perawatan Diri,SKU-002349,100 g,38411,55100,81
Max Kopi 1175,Perawatan Diri,SKU-002350,200 g,41208,47400,189
Max Kopi 1175,Perawatan Diri,SKU-002351,500 g,143468,207000,84
Plus Teh 1176,Kebersihan,SKU-002352,25 sachet,77778,100500,74
Nusantara Susu 1177,Elektronik,SKU-002353,200 ml,38857,54000,186
Nusantara Susu 1177,Elektronik,SKU-002354,1 L,116195,145400,28
Prima Air Mineral 1178,ATK,SKU-002355,330 ml,125862,178700,35
Prima Air Mineral 1178,ATK,SKU-002356,600 ml,144730,171500,6
Prima Air Mineral 1178,ATK,SKU-002357,1.5 L,105584,141000,56
Sejahtera Mie Instan 1179,Rumah Tangga,SKU-002358,Original,117209,147400,83
